id,a_name,b_name,a_score,b_score,season,pday,dt,a_sn,b_sn
4013208,KSV Waregem (- 2001),KFC Winterslag,3,0,1979,1,1979-08-29 20:00:00,4451,322
4013207,Waterschei SV THOR (- 1988),VAC Beerschot (- 1999),1,1,1979,1,1979-08-29 20:00:00,553,13
4013211,Beringen FC (- 2002),KSC Hasselt,1,1,1979,1,1979-08-29 20:00:00,522,37
4013205,Cercle Brugge,Lierse SK (- 2018),2,1,1979,1,1979-08-29 20:00:00,12,30
4013212,R Charleroi SC,Club Brugge,2,1,1979,2,1979-09-01 19:30:00,246,3
4013213,RWD Molenbeek (- 2002),Beringen FC (- 2002),1,0,1979,2,1979-09-01 20:00:00,47,522
4013214,KFC Winterslag,R Antwerp FC,0,0,1979,2,1979-09-01 20:00:00,322,1
4013215,VAC Beerschot (- 1999),RC Luik,2,1,1979,2,1979-09-01 20:00:00,13,16
4013216,KSC Hasselt,Berchem Sport,1,1,1979,2,1979-09-01 20:00:00,37,28
4013219,Standard Luik,KSV Waregem (- 2001),1,0,1979,2,1979-09-02 15:00:00,16,4451
4013218,KSC Lokeren (- 2020),KSK Beveren (- 2010),2,0,1979,2,1979-09-02 15:00:00,282,2300
4013217,Cercle Brugge,RSC Anderlecht,2,1,1979,2,1979-09-02 15:00:00,12,35
4013220,Lierse SK (- 2018),Waterschei SV THOR (- 1988),3,1,1979,2,1979-09-02 15:00:00,30,553
4013222,R Charleroi SC,R Antwerp FC,0,0,1979,3,1979-09-05 19:30:00,246,1
4013221,Club Brugge,Beringen FC (- 2002),1,0,1979,3,1979-09-05 20:00:00,3,522
4013229,KSC Hasselt,Cercle Brugge,2,1,1979,3,1979-09-05 20:00:00,37,12
4013227,Standard Luik,RSC Anderlecht,5,2,1979,3,1979-09-05 20:00:00,16,35
4013226,KSC Lokeren (- 2020),Waterschei SV THOR (- 1988),1,0,1979,3,1979-09-05 20:00:00,282,553
4013225,VAC Beerschot (- 1999),KSV Waregem (- 2001),1,1,1979,3,1979-09-05 20:00:00,13,4451
4013224,KFC Winterslag,KSK Beveren (- 2010),1,1,1979,3,1979-09-05 20:00:00,322,2300
4013223,RWD Molenbeek (- 2002),RC Luik,2,1,1979,3,1979-09-05 20:00:00,47,16
4013228,Lierse SK (- 2018),Berchem Sport,1,2,1979,3,1979-09-05 20:00:00,30,28
4013232,RSC Anderlecht,Lierse SK (- 2018),4,0,1979,4,1979-09-08 20:00:00,35,30
4013231,Berchem Sport,Cercle Brugge,1,3,1979,4,1979-09-08 20:00:00,28,12
4013230,Club Brugge,KSC Hasselt,4,0,1979,4,1979-09-08 20:00:00,3,37
4013233,Waterschei SV THOR (- 1988),Standard Luik,1,3,1979,4,1979-09-08 20:00:00,553,16
4013236,RC Luik,KFC Winterslag,0,0,1979,4,1979-09-08 20:00:00,16,322
4013235,KSK Beveren (- 2010),VAC Beerschot (- 1999),0,0,1979,4,1979-09-08 20:00:00,2300,13
4013237,R Antwerp FC,RWD Molenbeek (- 2002),0,2,1979,4,1979-09-08 20:00:00,1,47
4013238,Beringen FC (- 2002),R Charleroi SC,6,0,1979,4,1979-09-08 20:00:00,522,246
4013234,KSV Waregem (- 2001),KSC Lokeren (- 2020),0,0,1979,4,1979-09-08 20:00:00,4451,282
4013242,Standard Luik,KSK Beveren (- 2010),3,3,1979,5,1979-09-15 20:00:00,16,2300
4013241,VAC Beerschot (- 1999),R Antwerp FC,1,1,1979,5,1979-09-15 20:00:00,13,1
4013240,KFC Winterslag,Beringen FC (- 2002),2,1,1979,5,1979-09-15 20:00:00,322,522
4013239,RWD Molenbeek (- 2002),Club Brugge,0,0,1979,5,1979-09-15 20:00:00,47,3
4013246,Lierse SK (- 2018),KSV Waregem (- 2001),6,1,1979,5,1979-09-16 15:00:00,30,4451
4013243,Cercle Brugge,Waterschei SV THOR (- 1988),3,0,1979,5,1979-09-16 15:00:00,12,553
4013245,KSC Lokeren (- 2020),RC Luik,4,1,1979,5,1979-09-16 15:00:00,282,16
4013247,KSC Hasselt,R Charleroi SC,3,0,1979,5,1979-09-16 15:00:00,37,246
4013244,Berchem Sport,RSC Anderlecht,2,3,1979,5,1979-09-16 15:00:00,28,35
4013248,R Charleroi SC,RWD Molenbeek (- 2002),0,1,1979,6,1979-09-21 20:00:00,246,47
4013249,RSC Anderlecht,KSC Hasselt,1,0,1979,6,1979-09-22 20:00:00,35,37
4013250,Waterschei SV THOR (- 1988),Berchem Sport,1,1,1979,6,1979-09-22 20:00:00,553,28
4013251,R Antwerp FC,KSC Lokeren (- 2020),0,1,1979,6,1979-09-22 20:00:00,1,282
4013255,RC Luik,Standard Luik,1,1,1979,6,1979-09-23 15:00:00,16,16
4013256,Beringen FC (- 2002),VAC Beerschot (- 1999),1,2,1979,6,1979-09-23 15:00:00,522,13
4013254,KSK Beveren (- 2010),Lierse SK (- 2018),1,0,1979,6,1979-09-23 15:00:00,2300,30
4013252,Club Brugge,KFC Winterslag,4,0,1979,6,1979-09-23 15:00:00,3,322
4013253,KSV Waregem (- 2001),Cercle Brugge,1,1,1979,6,1979-09-23 15:00:00,4451,12
4013257,RSC Anderlecht,Waterschei SV THOR (- 1988),5,0,1979,7,1979-09-29 20:00:00,35,553
4013258,KFC Winterslag,R Charleroi SC,2,0,1979,7,1979-09-29 20:00:00,322,246
4013259,VAC Beerschot (- 1999),Club Brugge,2,1,1979,7,1979-09-29 20:00:00,13,3
4013260,KSC Hasselt,RWD Molenbeek (- 2002),0,2,1979,7,1979-09-29 20:00:00,37,47
4013265,Lierse SK (- 2018),RC Luik,4,0,1979,7,1979-09-30 15:00:00,30,16
4013264,Standard Luik,R Antwerp FC,2,1,1979,7,1979-09-30 15:00:00,16,1
4013262,Berchem Sport,KSV Waregem (- 2001),0,0,1979,7,1979-09-30 15:00:00,28,4451
4013261,Cercle Brugge,KSK Beveren (- 2010),3,1,1979,7,1979-09-30 15:00:00,12,2300
4013263,KSC Lokeren (- 2020),Beringen FC (- 2002),3,0,1979,7,1979-09-30 15:00:00,282,522
4013266,RWD Molenbeek (- 2002),KFC Winterslag,3,1,1979,8,1979-10-06 20:00:00,47,322
4013267,Waterschei SV THOR (- 1988),KSC Hasselt,4,0,1979,8,1979-10-06 20:00:00,553,37
4013268,R Antwerp FC,Lierse SK (- 2018),3,1,1979,8,1979-10-06 20:00:00,1,30
4013273,RC Luik,Cercle Brugge,5,1,1979,8,1979-10-07 15:00:00,16,12
4013272,KSK Beveren (- 2010),Berchem Sport,2,1,1979,8,1979-10-07 15:00:00,2300,28
4013274,Beringen FC (- 2002),Standard Luik,1,4,1979,8,1979-10-07 15:00:00,522,16
4013271,KSV Waregem (- 2001),RSC Anderlecht,1,1,1979,8,1979-10-07 15:00:00,4451,35
4013269,Club Brugge,KSC Lokeren (- 2020),2,0,1979,8,1979-10-07 15:00:00,3,282
4013270,R Charleroi SC,VAC Beerschot (- 1999),0,1,1979,8,1979-10-07 17:00:00,246,13
4013276,Berchem Sport,RC Luik,2,2,1979,9,1979-10-13 15:00:00,28,16
4013275,Cercle Brugge,R Antwerp FC,2,1,1979,9,1979-10-13 20:00:00,12,1
4013281,Standard Luik,Club Brugge,1,2,1979,9,1979-10-13 20:00:00,16,3
4013277,RSC Anderlecht,KSK Beveren (- 2010),4,1,1979,9,1979-10-13 20:00:00,35,2300
4013278,Waterschei SV THOR (- 1988),KSV Waregem (- 2001),1,1,1979,9,1979-10-13 20:00:00,553,4451
4013279,VAC Beerschot (- 1999),RWD Molenbeek (- 2002),1,1,1979,9,1979-10-13 20:00:00,13,47
4013280,KSC Lokeren (- 2020),R Charleroi SC,2,0,1979,9,1979-10-13 20:00:00,282,246
4013282,Lierse SK (- 2018),Beringen FC (- 2002),1,0,1979,9,1979-10-13 20:00:00,30,522
4013283,KSC Hasselt,KFC Winterslag,1,3,1979,9,1979-10-13 20:00:00,37,322
4013284,R Charleroi SC,Standard Luik,2,1,1979,10,1979-10-20 19:30:00,246,16
4013287,KSV Waregem (- 2001),KSC Hasselt,1,0,1979,10,1979-10-20 20:00:00,4451,37
4013286,KFC Winterslag,VAC Beerschot (- 1999),1,2,1979,10,1979-10-20 20:00:00,322,13
4013288,Beringen FC (- 2002),Cercle Brugge,0,0,1979,10,1979-10-20 20:00:00,522,12
4013285,RWD Molenbeek (- 2002),KSC Lokeren (- 2020),1,1,1979,10,1979-10-20 20:00:00,47,282
4013289,Club Brugge,Lierse SK (- 2018),4,1,1979,10,1979-10-21 15:00:00,3,30
4013290,KSK Beveren (- 2010),Waterschei SV THOR (- 1988),0,0,1979,10,1979-10-21 15:00:00,2300,553
4013291,RC Luik,RSC Anderlecht,1,0,1979,10,1979-10-21 15:00:00,16,35
4013292,R Antwerp FC,Berchem Sport,1,1,1979,10,1979-10-21 15:00:00,1,28
4013295,KSV Waregem (- 2001),RC Luik,4,1,1979,11,1979-10-27 20:00:00,4451,16
4013293,RSC Anderlecht,Beringen FC (- 2002),3,0,1979,11,1979-10-27 20:00:00,35,522
4013294,Waterschei SV THOR (- 1988),R Antwerp FC,2,3,1979,11,1979-10-27 20:00:00,553,1
4013296,KSC Hasselt,KSK Beveren (- 2010),1,3,1979,11,1979-10-27 20:00:00,37,2300
4013297,Cercle Brugge,R Charleroi SC,6,0,1979,11,1979-10-28 15:00:00,12,246
4013298,Berchem Sport,Club Brugge,1,5,1979,11,1979-10-28 15:00:00,28,3
4013299,KSC Lokeren (- 2020),VAC Beerschot (- 1999),4,0,1979,11,1979-10-28 15:00:00,282,13
4013300,Standard Luik,KFC Winterslag,12,0,1979,11,1979-10-28 15:00:00,16,322
4013301,Lierse SK (- 2018),RWD Molenbeek (- 2002),0,0,1979,11,1979-10-28 15:00:00,30,47
4013302,R Charleroi SC,Lierse SK (- 2018),2,3,1979,12,1979-11-03 19:30:00,246,30
4013303,VAC Beerschot (- 1999),KSC Hasselt,4,0,1979,12,1979-11-03 20:00:00,13,37
4013304,Club Brugge,Cercle Brugge,2,0,1979,12,1979-11-04 15:00:00,3,12
4013309,R Antwerp FC,RSC Anderlecht,0,0,1979,12,1979-11-04 15:00:00,1,35
4013310,Beringen FC (- 2002),Berchem Sport,1,0,1979,12,1979-11-04 15:00:00,522,28
4013305,RWD Molenbeek (- 2002),Standard Luik,0,1,1979,12,1979-11-04 15:00:00,47,16
4013307,KSK Beveren (- 2010),KSV Waregem (- 2001),0,0,1979,12,1979-11-04 15:00:00,2300,4451
4013308,RC Luik,Waterschei SV THOR (- 1988),2,0,1979,12,1979-11-04 15:00:00,16,553
4013306,KFC Winterslag,KSC Lokeren (- 2020),0,3,1979,12,1979-11-04 19:00:00,322,282
4013311,RSC Anderlecht,R Charleroi SC,1,0,1979,13,1979-11-10 20:00:00,35,246
4013312,Waterschei SV THOR (- 1988),Club Brugge,1,1,1979,13,1979-11-10 20:00:00,553,3
4013315,KSV Waregem (- 2001),Beringen FC (- 2002),1,1,1979,13,1979-11-11 15:00:00,4451,522
4013313,Cercle Brugge,KFC Winterslag,1,1,1979,13,1979-11-11 15:00:00,12,322
4013319,KSC Hasselt,RC Luik,0,2,1979,13,1979-11-11 15:00:00,37,16
4013318,Lierse SK (- 2018),VAC Beerschot (- 1999),1,0,1979,13,1979-11-11 15:00:00,30,13
4013317,Standard Luik,KSC Lokeren (- 2020),2,1,1979,13,1979-11-11 15:00:00,16,282
4013316,KSK Beveren (- 2010),R Antwerp FC,0,0,1979,13,1979-11-11 15:00:00,2300,1
4013314,Berchem Sport,RWD Molenbeek (- 2002),3,3,1979,13,1979-11-11 15:00:00,28,47
4013320,KFC Winterslag,Lierse SK (- 2018),0,2,1979,14,1979-11-16 20:00:00,322,30
4013322,R Charleroi SC,Berchem Sport,0,0,1979,14,1979-11-17 19:30:00,246,28
4013326,RC Luik,KSK Beveren (- 2010),0,0,1979,14,1979-11-17 20:00:00,16,2300
4013323,RWD Molenbeek (- 2002),Cercle Brugge,3,1,1979,14,1979-11-17 20:00:00,47,12
4013321,Club Brugge,RSC Anderlecht,3,0,1979,14,1979-11-17 20:00:00,3,35
4013325,KSC Lokeren (- 2020),KSC Hasselt,10,1,1979,14,1979-11-17 20:00:00,282,37
4013324,VAC Beerschot (- 1999),Standard Luik,1,1,1979,14,1979-11-17 20:00:00,13,16
4013328,Beringen FC (- 2002),Waterschei SV THOR (- 1988),1,2,1979,14,1979-11-17 20:00:00,522,553
4013327,R Antwerp FC,KSV Waregem (- 2001),1,0,1979,14,1979-11-17 20:00:00,1,4451
4013329,RSC Anderlecht,KFC Winterslag,5,0,1979,15,1979-11-24 20:00:00,35,322
4013330,Waterschei SV THOR (- 1988),RWD Molenbeek (- 2002),1,1,1979,15,1979-11-24 20:00:00,553,47
4013332,Berchem Sport,VAC Beerschot (- 1999),2,0,1979,15,1979-11-25 15:00:00,28,13
4013335,RC Luik,Beringen FC (- 2002),1,2,1979,15,1979-11-25 15:00:00,16,522
4013334,KSK Beveren (- 2010),Club Brugge,2,1,1979,15,1979-11-25 15:00:00,2300,3
4013337,KSC Hasselt,R Antwerp FC,1,5,1979,15,1979-11-25 15:00:00,37,1
4013331,Cercle Brugge,KSC Lokeren (- 2020),2,4,1979,15,1979-11-25 15:00:00,12,282
4013333,KSV Waregem (- 2001),R Charleroi SC,3,0,1979,15,1979-11-25 15:00:00,4451,246
4013336,Lierse SK (- 2018),Standard Luik,3,1,1979,15,1979-11-25 15:00:00,30,16
4013338,R Charleroi SC,Waterschei SV THOR (- 1988),0,1,1979,16,1979-12-01 19:30:00,246,553
4013340,KFC Winterslag,Berchem Sport,2,2,1979,16,1979-12-01 20:00:00,322,28
4013339,RWD Molenbeek (- 2002),RSC Anderlecht,2,1,1979,16,1979-12-01 20:00:00,47,35
4013341,VAC Beerschot (- 1999),Cercle Brugge,1,1,1979,16,1979-12-01 20:00:00,13,12
4013346,Beringen FC (- 2002),KSK Beveren (- 2010),1,1,1979,16,1979-12-02 15:00:00,522,2300
4013343,KSC Lokeren (- 2020),Lierse SK (- 2018),3,1,1979,16,1979-12-02 15:00:00,282,30
4013344,Standard Luik,KSC Hasselt,0,0,1979,16,1979-12-02 15:00:00,16,37
4013345,R Antwerp FC,RC Luik,3,1,1979,16,1979-12-02 15:00:00,1,16
4013342,Club Brugge,KSV Waregem (- 2001),1,0,1979,16,1979-12-02 15:00:00,3,4451
4013347,RSC Anderlecht,VAC Beerschot (- 1999),3,1,1979,17,1979-12-07 20:00:00,35,13
4013348,Waterschei SV THOR (- 1988),KFC Winterslag,2,0,1979,17,1979-12-08 20:00:00,553,322
4013355,KSC Hasselt,Lierse SK (- 2018),0,3,1979,17,1979-12-09 15:00:00,37,30
4013354,R Antwerp FC,Beringen FC (- 2002),4,0,1979,17,1979-12-09 15:00:00,1,522
4013350,Berchem Sport,KSC Lokeren (- 2020),2,3,1979,17,1979-12-09 15:00:00,28,282
4013351,KSV Waregem (- 2001),RWD Molenbeek (- 2002),2,0,1979,17,1979-12-09 15:00:00,4451,47
4013353,RC Luik,Club Brugge,3,0,1979,17,1979-12-09 15:00:00,16,3
4013352,KSK Beveren (- 2010),R Charleroi SC,1,1,1979,17,1979-12-09 15:00:00,2300,246
4013349,Cercle Brugge,Standard Luik,3,2,1979,17,1979-12-09 15:00:00,12,16
4013356,Club Brugge,R Charleroi SC,7,0,1979,18,1980-01-05 20:00:00,3,246
4013357,RSC Anderlecht,Cercle Brugge,3,0,1979,18,1980-01-05 20:00:00,35,12
4013360,KSK Beveren (- 2010),KSC Lokeren (- 2020),1,0,1979,18,1980-01-06 15:00:00,2300,282
4013361,RC Luik,VAC Beerschot (- 1999),2,1,1979,18,1980-01-06 15:00:00,16,13
4013358,Berchem Sport,KSC Hasselt,1,0,1979,18,1980-01-06 15:00:00,28,37
4013362,R Antwerp FC,KFC Winterslag,1,2,1979,18,1980-01-06 15:00:00,1,322
4013363,Beringen FC (- 2002),RWD Molenbeek (- 2002),1,1,1979,18,1980-01-06 15:00:00,522,47
4013359,KSV Waregem (- 2001),Standard Luik,0,4,1979,18,1980-01-06 17:00:00,4451,16
4013364,R Charleroi SC,Beringen FC (- 2002),0,3,1979,19,1980-01-12 19:30:00,246,522
4013365,KFC Winterslag,RC Luik,1,1,1979,19,1980-01-12 20:00:00,322,16
4013368,VAC Beerschot (- 1999),KSK Beveren (- 2010),3,0,1979,19,1980-01-13 15:00:00,13,2300
4013369,KSC Lokeren (- 2020),KSV Waregem (- 2001),2,1,1979,19,1980-01-13 15:00:00,282,4451
4013370,Standard Luik,Waterschei SV THOR (- 1988),2,0,1979,19,1980-01-13 15:00:00,16,553
4013366,Cercle Brugge,Berchem Sport,1,0,1979,19,1980-01-13 15:00:00,12,28
4013367,RWD Molenbeek (- 2002),R Antwerp FC,2,1,1979,19,1980-01-13 15:00:00,47,1
4013371,Lierse SK (- 2018),RSC Anderlecht,0,0,1979,19,1980-01-13 15:00:00,30,35
4013372,KSC Hasselt,Club Brugge,2,4,1979,19,1980-01-13 15:00:00,37,3
4013373,R Charleroi SC,KSC Hasselt,2,0,1979,20,1980-01-19 19:30:00,246,37
4013374,RSC Anderlecht,Berchem Sport,3,0,1979,20,1980-01-19 20:00:00,35,28
4013377,KSV Waregem (- 2001),Lierse SK (- 2018),0,0,1979,20,1980-01-20 15:00:00,4451,30
4013378,KSK Beveren (- 2010),Standard Luik,0,0,1979,20,1980-01-20 15:00:00,2300,16
4013380,R Antwerp FC,VAC Beerschot (- 1999),1,1,1979,20,1980-01-20 15:00:00,1,13
4013379,RC Luik,KSC Lokeren (- 2020),1,0,1979,20,1980-01-20 15:00:00,16,282
4013381,Beringen FC (- 2002),KFC Winterslag,0,2,1979,20,1980-01-20 15:00:00,522,322
4013375,Club Brugge,RWD Molenbeek (- 2002),1,2,1979,20,1980-01-20 15:00:00,3,47
4013376,Waterschei SV THOR (- 1988),Cercle Brugge,3,1,1979,20,1980-01-20 15:00:00,553,12
4013382,KFC Winterslag,Club Brugge,1,1,1979,21,1980-01-26 20:00:00,322,3
4013390,KSC Hasselt,RSC Anderlecht,0,2,1979,21,1980-01-27 15:00:00,37,35
4013388,Standard Luik,RC Luik,1,0,1979,21,1980-01-27 15:00:00,16,16
4013387,KSC Lokeren (- 2020),R Antwerp FC,1,0,1979,21,1980-01-27 15:00:00,282,1
4013386,VAC Beerschot (- 1999),Beringen FC (- 2002),0,0,1979,21,1980-01-27 15:00:00,13,522
4013385,RWD Molenbeek (- 2002),R Charleroi SC,4,0,1979,21,1980-01-27 15:00:00,47,246
4013384,Berchem Sport,Waterschei SV THOR (- 1988),1,1,1979,21,1980-01-27 15:00:00,28,553
4013383,Cercle Brugge,KSV Waregem (- 2001),2,1,1979,21,1980-01-27 15:00:00,12,4451
4013389,Lierse SK (- 2018),KSK Beveren (- 2010),5,2,1979,21,1980-01-27 15:00:00,30,2300
4013391,R Charleroi SC,KFC Winterslag,1,1,1979,22,1980-02-02 19:30:00,246,322
4013392,Waterschei SV THOR (- 1988),RSC Anderlecht,0,1,1979,22,1980-02-02 20:00:00,553,35
4013394,RWD Molenbeek (- 2002),KSC Hasselt,4,0,1979,22,1980-02-03 15:00:00,47,37
4013395,KSV Waregem (- 2001),Berchem Sport,2,1,1979,22,1980-02-03 15:00:00,4451,28
4013397,RC Luik,Lierse SK (- 2018),3,0,1979,22,1980-02-03 15:00:00,16,30
4013399,Beringen FC (- 2002),KSC Lokeren (- 2020),2,1,1979,22,1980-02-03 15:00:00,522,282
4013396,KSK Beveren (- 2010),Cercle Brugge,1,2,1979,22,1980-02-03 15:00:00,2300,12
4013398,R Antwerp FC,Standard Luik,0,2,1979,22,1980-02-03 15:00:00,1,16
4013393,Club Brugge,VAC Beerschot (- 1999),2,1,1979,22,1980-02-03 15:00:00,3,13
4013400,Waterschei SV THOR (- 1988),Lierse SK (- 2018),2,1,1979,18,1980-02-06 20:00:00,553,30
4013401,RSC Anderlecht,KSV Waregem (- 2001),6,0,1979,23,1980-02-09 19:00:00,35,4451
4013402,KFC Winterslag,RWD Molenbeek (- 2002),1,0,1979,23,1980-02-09 20:00:00,322,47
4013403,VAC Beerschot (- 1999),R Charleroi SC,1,2,1979,23,1980-02-09 20:00:00,13,246
4013409,KSC Hasselt,Waterschei SV THOR (- 1988),0,3,1979,23,1980-02-10 15:00:00,37,553
4013404,Cercle Brugge,RC Luik,2,1,1979,23,1980-02-10 15:00:00,12,16
4013405,Berchem Sport,KSK Beveren (- 2010),0,2,1979,23,1980-02-10 15:00:00,28,2300
4013406,KSC Lokeren (- 2020),Club Brugge,0,1,1979,23,1980-02-10 15:00:00,282,3
4013408,Lierse SK (- 2018),R Antwerp FC,6,1,1979,23,1980-02-10 15:00:00,30,1
4013407,Standard Luik,Beringen FC (- 2002),4,0,1979,23,1980-02-10 15:00:00,16,522
4013410,R Charleroi SC,KSC Lokeren (- 2020),0,0,1979,24,1980-02-16 19:30:00,246,282
4013416,RC Luik,Berchem Sport,4,1,1979,24,1980-02-17 15:00:00,16,28
4013415,KSK Beveren (- 2010),RSC Anderlecht,3,0,1979,24,1980-02-17 15:00:00,2300,35
4013414,KSV Waregem (- 2001),Waterschei SV THOR (- 1988),1,1,1979,24,1980-02-17 15:00:00,4451,553
4013413,KFC Winterslag,KSC Hasselt,1,1,1979,24,1980-02-17 15:00:00,322,37
4013412,RWD Molenbeek (- 2002),VAC Beerschot (- 1999),4,2,1979,24,1980-02-17 15:00:00,47,13
4013418,Beringen FC (- 2002),Lierse SK (- 2018),0,3,1979,24,1980-02-17 15:00:00,522,30
4013417,R Antwerp FC,Cercle Brugge,3,1,1979,24,1980-02-17 15:00:00,1,12
4013411,Club Brugge,Standard Luik,1,1,1979,24,1980-02-17 15:00:00,3,16
4013419,RSC Anderlecht,RC Luik,0,0,1979,25,1980-03-01 20:00:00,35,16
4013420,Waterschei SV THOR (- 1988),KSK Beveren (- 2010),3,1,1979,25,1980-03-01 20:00:00,553,2300
4013421,VAC Beerschot (- 1999),KFC Winterslag,1,2,1979,25,1980-03-01 20:00:00,13,322
4013422,Cercle Brugge,Beringen FC (- 2002),1,2,1979,25,1980-03-02 15:00:00,12,522
4013426,Lierse SK (- 2018),Club Brugge,2,2,1979,25,1980-03-02 15:00:00,30,3
4013427,KSC Hasselt,KSV Waregem (- 2001),0,2,1979,25,1980-03-02 15:00:00,37,4451
4013425,Standard Luik,R Charleroi SC,4,1,1979,25,1980-03-02 15:00:00,16,246
4013423,Berchem Sport,R Antwerp FC,1,3,1979,25,1980-03-02 15:00:00,28,1
4013424,KSC Lokeren (- 2020),RWD Molenbeek (- 2002),0,0,1979,25,1980-03-02 15:00:00,282,47
4013428,R Charleroi SC,Cercle Brugge,2,0,1979,26,1980-03-08 19:30:00,246,12
4013429,KFC Winterslag,Standard Luik,1,0,1979,26,1980-03-08 20:00:00,322,16
4013430,VAC Beerschot (- 1999),KSC Lokeren (- 2020),0,2,1979,26,1980-03-08 20:00:00,13,282
4013431,Club Brugge,Berchem Sport,4,2,1979,26,1980-03-09 15:00:00,3,28
4013432,RWD Molenbeek (- 2002),Lierse SK (- 2018),1,0,1979,26,1980-03-09 15:00:00,47,30
4013433,KSK Beveren (- 2010),KSC Hasselt,1,0,1979,26,1980-03-09 15:00:00,2300,37
4013434,RC Luik,KSV Waregem (- 2001),2,0,1979,26,1980-03-09 15:00:00,16,4451
4013435,R Antwerp FC,Waterschei SV THOR (- 1988),0,2,1979,26,1980-03-09 15:00:00,1,553
4013436,Beringen FC (- 2002),RSC Anderlecht,3,2,1979,26,1980-03-09 15:00:00,522,35
4013441,Lierse SK (- 2018),R Charleroi SC,3,0,1979,27,1980-03-15 20:00:00,30,246
4013442,KSC Hasselt,VAC Beerschot (- 1999),1,2,1979,27,1980-03-15 20:00:00,37,13
4013439,KSV Waregem (- 2001),KSK Beveren (- 2010),1,0,1979,27,1980-03-15 20:00:00,4451,2300
4013438,Waterschei SV THOR (- 1988),RC Luik,4,0,1979,27,1980-03-15 20:00:00,553,16
4013440,KSC Lokeren (- 2020),KFC Winterslag,1,2,1979,27,1980-03-15 20:00:00,282,322
4013437,RSC Anderlecht,R Antwerp FC,3,1,1979,27,1980-03-15 20:00:00,35,1
4013443,Cercle Brugge,Club Brugge,2,3,1979,27,1980-03-16 15:00:00,12,3
4013445,Standard Luik,RWD Molenbeek (- 2002),3,1,1979,27,1980-03-16 15:00:00,16,47
4013444,Berchem Sport,Beringen FC (- 2002),1,0,1979,27,1980-03-16 15:00:00,28,522
4013446,R Charleroi SC,RSC Anderlecht,0,3,1979,28,1980-03-29 19:30:00,246,35
4013447,RWD Molenbeek (- 2002),Berchem Sport,2,0,1979,28,1980-03-29 20:00:00,47,28
4013450,Beringen FC (- 2002),KSV Waregem (- 2001),2,2,1979,28,1980-03-29 20:00:00,522,4451
4013448,KFC Winterslag,Cercle Brugge,1,1,1979,28,1980-03-29 20:00:00,322,12
4013449,VAC Beerschot (- 1999),Lierse SK (- 2018),0,2,1979,28,1980-03-29 20:00:00,13,30
4013454,R Antwerp FC,KSK Beveren (- 2010),0,2,1979,28,1980-03-30 15:00:00,1,2300
4013453,RC Luik,KSC Hasselt,7,2,1979,28,1980-03-30 15:00:00,16,37
4013452,KSC Lokeren (- 2020),Standard Luik,0,1,1979,28,1980-03-30 15:00:00,282,16
4013451,Club Brugge,Waterschei SV THOR (- 1988),3,1,1979,28,1980-03-30 15:00:00,3,553
4013455,Lierse SK (- 2018),KFC Winterslag,5,0,1979,29,1980-04-04 20:00:00,30,322
4013456,Waterschei SV THOR (- 1988),Beringen FC (- 2002),3,0,1979,29,1980-04-05 20:00:00,553,522
4013457,Cercle Brugge,RWD Molenbeek (- 2002),0,4,1979,29,1980-04-06 15:00:00,12,47
4013458,Berchem Sport,R Charleroi SC,2,0,1979,29,1980-04-06 15:00:00,28,246
4013459,KSV Waregem (- 2001),R Antwerp FC,2,0,1979,29,1980-04-06 15:00:00,4451,1
4013460,KSK Beveren (- 2010),RC Luik,1,3,1979,29,1980-04-06 15:00:00,2300,16
4013461,KSC Hasselt,KSC Lokeren (- 2020),1,1,1979,29,1980-04-06 15:00:00,37,282
4013463,Standard Luik,VAC Beerschot (- 1999),4,1,1979,29,1980-04-08 20:00:00,16,13
4013462,RSC Anderlecht,Club Brugge,0,1,1979,29,1980-04-08 20:00:00,35,3
4013464,Beringen FC (- 2002),RC Luik,1,0,1979,30,1980-04-11 20:00:00,522,16
4013465,R Charleroi SC,KSV Waregem (- 2001),2,0,1979,30,1980-04-12 19:30:00,246,4451
4013467,KFC Winterslag,RSC Anderlecht,2,1,1979,30,1980-04-12 20:00:00,322,35
4013466,RWD Molenbeek (- 2002),Waterschei SV THOR (- 1988),2,0,1979,30,1980-04-12 20:00:00,47,553
4013468,VAC Beerschot (- 1999),Berchem Sport,1,2,1979,30,1980-04-12 20:00:00,13,28
4013470,KSC Lokeren (- 2020),Cercle Brugge,2,1,1979,30,1980-04-13 15:00:00,282,12
4013469,Club Brugge,KSK Beveren (- 2010),3,2,1979,30,1980-04-13 15:00:00,3,2300
4013471,Standard Luik,Lierse SK (- 2018),5,2,1979,30,1980-04-13 15:00:00,16,30
4013472,R Antwerp FC,KSC Hasselt,4,0,1979,30,1980-04-13 15:00:00,1,37
4013473,RSC Anderlecht,RWD Molenbeek (- 2002),1,1,1979,31,1980-04-19 20:00:00,35,47
4013475,KSK Beveren (- 2010),Beringen FC (- 2002),1,0,1979,31,1980-04-19 20:00:00,2300,522
4013476,Lierse SK (- 2018),KSC Lokeren (- 2020),2,0,1979,31,1980-04-19 20:00:00,30,282
4013474,Waterschei SV THOR (- 1988),R Charleroi SC,3,0,1979,31,1980-04-19 20:00:00,553,246
4013480,RC Luik,R Antwerp FC,1,1,1979,31,1980-04-20 15:00:00,16,1
