id,a_name,b_name,a_score,b_score,season,pday,dt,a_sn,b_sn
913443,Standard Luik,KSV Roeselare (- 2020),3,0,2008,20,2009-01-31 20:00:00,16,134
910985,R Charleroi SC,KAA Gent,2,5,2008,20,2009-02-01 18:00:00,246,7
910983,KSC Lokeren (- 2020),KRC Genk,1,2,2008,20,2009-02-01 20:30:00,282,322
913444,KV Kortrijk,Standard Luik,0,2,2008,21,2009-02-06 20:30:00,19,16
910990,FCV Dender EH,Club Brugge,0,2,2008,21,2009-02-07 20:00:00,3900,3
910996,KAA Gent,Excelsior Mouscron (- 2009),2,0,2008,21,2009-02-07 20:00:00,7,224
910997,KSV Roeselare (- 2020),Germinal Beerschot Antwerpen,2,2,2008,21,2009-02-07 20:00:00,134,3530
910991,RSC Anderlecht,RAEC Mons (- 2015),3,2,2008,21,2009-02-07 20:00:00,35,44
910992,KRC Genk,SV Zulte Waregem,1,2,2008,21,2009-02-07 20:00:00,322,5381
910995,AFC Tubize,KV Mechelen,1,5,2008,21,2009-02-07 20:00:00,5632,25
910994,KVC Westerlo,KSC Lokeren (- 2020),1,0,2008,21,2009-02-08 18:00:00,2024,282
910993,Cercle Brugge,R Charleroi SC,2,2,2008,21,2009-02-08 20:30:00,12,246
911000,Germinal Beerschot Antwerpen,Cercle Brugge,1,1,2008,22,2009-02-14 18:00:00,3530,12
911003,KSC Lokeren (- 2020),KSV Roeselare (- 2020),2,1,2008,22,2009-02-14 20:00:00,282,134
911005,Excelsior Mouscron (- 2009),KVC Westerlo,0,0,2008,22,2009-02-14 20:00:00,224,2024
913445,Standard Luik,AFC Tubize,4,0,2008,22,2009-02-14 20:00:00,16,5632
911004,RAEC Mons (- 2015),KV Kortrijk,1,1,2008,22,2009-02-14 20:00:00,44,19
911002,SV Zulte Waregem,FCV Dender EH,1,0,2008,22,2009-02-14 20:00:00,5381,3900
911001,KV Mechelen,KAA Gent,3,3,2008,22,2009-02-14 20:00:00,25,7
910998,R Charleroi SC,RSC Anderlecht,0,1,2008,22,2009-02-15 18:00:00,246,35
910999,Club Brugge,KRC Genk,0,2,2008,22,2009-02-15 20:30:00,3,322
910975,KAA Gent,RSC Anderlecht,1,2,2008,19,2009-02-18 20:30:00,7,35
911012,KRC Genk,Excelsior Mouscron (- 2009),1,1,2008,23,2009-02-20 20:30:00,322,224
911013,KAA Gent,Germinal Beerschot Antwerpen,1,3,2008,23,2009-02-21 20:00:00,7,3530
911011,FCV Dender EH,KV Mechelen,1,2,2008,23,2009-02-21 20:00:00,3900,25
911010,Cercle Brugge,KSC Lokeren (- 2020),0,0,2008,23,2009-02-21 20:00:00,12,282
911009,KV Kortrijk,R Charleroi SC,1,1,2008,23,2009-02-21 20:00:00,19,246
911008,AFC Tubize,SV Zulte Waregem,0,6,2008,23,2009-02-21 20:00:00,5632,5381
911007,KSV Roeselare (- 2020),RAEC Mons (- 2015),3,2,2008,23,2009-02-21 20:00:00,134,44
911006,KVC Westerlo,Club Brugge,1,1,2008,23,2009-02-22 18:00:00,2024,3
913446,RSC Anderlecht,Standard Luik,4,2,2008,23,2009-02-22 20:30:00,35,16
911015,KV Mechelen,KRC Genk,2,1,2008,24,2009-02-27 20:30:00,25,322
911014,Excelsior Mouscron (- 2009),RSC Anderlecht,1,1,2008,24,2009-02-28 20:00:00,224,35
911016,R Charleroi SC,RAEC Mons (- 2015),3,0,2008,24,2009-02-28 20:00:00,246,44
911018,Club Brugge,KSV Roeselare (- 2020),2,1,2008,24,2009-02-28 20:00:00,3,134
911021,SV Zulte Waregem,KVC Westerlo,1,1,2008,24,2009-02-28 20:00:00,5381,2024
911020,FCV Dender EH,AFC Tubize,4,0,2008,24,2009-02-28 20:00:00,3900,5632
911019,Germinal Beerschot Antwerpen,KV Kortrijk,3,0,2008,24,2009-02-28 20:00:00,3530,19
911017,KSC Lokeren (- 2020),KAA Gent,0,1,2008,24,2009-03-01 18:00:00,282,7
913447,Standard Luik,Cercle Brugge,4,0,2008,24,2009-03-01 20:30:00,16,12
913448,RAEC Mons (- 2015),Standard Luik,0,1,2008,25,2009-03-06 20:30:00,44,16
911029,R Charleroi SC,Germinal Beerschot Antwerpen,0,0,2008,25,2009-03-07 20:00:00,246,3530
911023,RSC Anderlecht,SV Zulte Waregem,2,0,2008,25,2009-03-07 20:00:00,35,5381
911024,KV Kortrijk,KSC Lokeren (- 2020),2,3,2008,25,2009-03-07 20:00:00,19,282
911025,KRC Genk,FCV Dender EH,4,3,2008,25,2009-03-07 20:00:00,322,3900
911027,KSV Roeselare (- 2020),Excelsior Mouscron (- 2009),2,0,2008,25,2009-03-07 20:00:00,134,224
911028,KAA Gent,AFC Tubize,2,0,2008,25,2009-03-07 20:00:00,7,5632
911026,KVC Westerlo,KV Mechelen,0,1,2008,25,2009-03-08 18:00:00,2024,25
911022,Cercle Brugge,Club Brugge,1,3,2008,25,2009-03-08 20:30:00,12,3
911030,KV Mechelen,RSC Anderlecht,2,1,2008,26,2009-03-13 20:30:00,25,35
911031,Germinal Beerschot Antwerpen,RAEC Mons (- 2015),2,0,2008,26,2009-03-14 20:00:00,3530,44
911032,KSC Lokeren (- 2020),R Charleroi SC,0,0,2008,26,2009-03-14 20:00:00,282,246
911033,FCV Dender EH,Cercle Brugge,1,0,2008,26,2009-03-14 20:00:00,3900,12
911035,SV Zulte Waregem,KSV Roeselare (- 2020),0,0,2008,26,2009-03-14 20:00:00,5381,134
911036,Excelsior Mouscron (- 2009),KV Kortrijk,1,0,2008,26,2009-03-14 20:00:00,224,19
911037,AFC Tubize,KVC Westerlo,1,2,2008,26,2009-03-14 20:00:00,5632,2024
911034,Club Brugge,KAA Gent,1,4,2008,26,2009-03-15 18:00:00,3,7
913449,Standard Luik,KRC Genk,2,0,2008,26,2009-03-15 20:30:00,16,322
911038,KV Kortrijk,Club Brugge,2,3,2008,27,2009-03-20 20:30:00,19,3
911042,KSV Roeselare (- 2020),KV Mechelen,1,0,2008,27,2009-03-21 20:00:00,134,25
911040,RAEC Mons (- 2015),KSC Lokeren (- 2020),0,2,2008,27,2009-03-21 20:00:00,44,282
911043,Cercle Brugge,Excelsior Mouscron (- 2009),0,1,2008,27,2009-03-21 20:00:00,12,224
911045,RSC Anderlecht,Germinal Beerschot Antwerpen,2,0,2008,27,2009-03-21 20:00:00,35,3530
911044,KRC Genk,AFC Tubize,3,0,2008,27,2009-03-21 20:00:00,322,5632
911041,KVC Westerlo,FCV Dender EH,3,1,2008,27,2009-03-21 20:00:00,2024,3900
911039,KAA Gent,SV Zulte Waregem,1,0,2008,27,2009-03-22 18:00:00,7,5381
913450,R Charleroi SC,Standard Luik,1,0,2008,27,2009-03-22 20:30:00,246,16
911049,SV Zulte Waregem,Cercle Brugge,3,1,2008,28,2009-04-04 18:00:00,5381,12
911052,KV Mechelen,KV Kortrijk,1,1,2008,28,2009-04-04 20:00:00,25,19
911053,KRC Genk,KVC Westerlo,1,4,2008,28,2009-04-04 20:00:00,322,2024
911048,Club Brugge,R Charleroi SC,2,1,2008,28,2009-04-04 20:00:00,3,246
911050,FCV Dender EH,KAA Gent,1,1,2008,28,2009-04-04 20:00:00,3900,7
911047,Excelsior Mouscron (- 2009),RAEC Mons (- 2015),3,2,2008,28,2009-04-04 20:00:00,224,44
911051,AFC Tubize,KSV Roeselare (- 2020),0,1,2008,28,2009-04-04 20:00:00,5632,134
913451,Standard Luik,Germinal Beerschot Antwerpen,3,1,2008,28,2009-04-05 18:00:00,16,3530
911046,KSC Lokeren (- 2020),RSC Anderlecht,0,0,2008,28,2009-04-05 20:30:00,282,35
911055,KSV Roeselare (- 2020),KRC Genk,1,0,2008,29,2009-04-10 20:30:00,134,322
911056,Germinal Beerschot Antwerpen,SV Zulte Waregem,1,2,2008,29,2009-04-11 20:00:00,3530,5381
911057,KV Kortrijk,FCV Dender EH,1,2,2008,29,2009-04-11 20:00:00,19,3900
911058,RAEC Mons (- 2015),KV Mechelen,0,1,2008,29,2009-04-11 20:00:00,44,25
911059,R Charleroi SC,Excelsior Mouscron (- 2009),1,0,2008,29,2009-04-11 20:00:00,246,224
911060,Cercle Brugge,AFC Tubize,4,1,2008,29,2009-04-11 20:00:00,12,5632
913452,Standard Luik,KSC Lokeren (- 2020),1,0,2008,29,2009-04-11 20:00:00,16,282
911061,KAA Gent,KVC Westerlo,2,0,2008,29,2009-04-12 18:00:00,7,2024
911054,RSC Anderlecht,Club Brugge,1,0,2008,29,2009-04-12 20:30:00,35,3
911066,KRC Genk,KAA Gent,2,2,2008,30,2009-04-17 20:30:00,322,7
913453,Excelsior Mouscron (- 2009),Standard Luik,0,3,2008,30,2009-04-18 20:00:00,224,16
911069,KSC Lokeren (- 2020),Germinal Beerschot Antwerpen,1,0,2008,30,2009-04-18 20:00:00,282,3530
911064,AFC Tubize,R Charleroi SC,3,1,2008,30,2009-04-18 20:00:00,5632,246
911063,Club Brugge,RAEC Mons (- 2015),3,2,2008,30,2009-04-18 20:00:00,3,44
911068,SV Zulte Waregem,KV Kortrijk,5,1,2008,30,2009-04-18 20:00:00,5381,19
911065,KV Mechelen,Cercle Brugge,0,1,2008,30,2009-04-18 20:00:00,25,12
911062,KVC Westerlo,RSC Anderlecht,0,1,2008,30,2009-04-19 18:00:00,2024,35
911067,FCV Dender EH,KSV Roeselare (- 2020),3,1,2008,30,2009-04-19 20:30:00,3900,134
911070,Germinal Beerschot Antwerpen,Club Brugge,2,0,2008,31,2009-04-24 20:30:00,3530,3
911076,KV Kortrijk,AFC Tubize,2,2,2008,31,2009-04-25 20:00:00,19,5632
911074,RSC Anderlecht,FCV Dender EH,4,0,2008,31,2009-04-25 20:00:00,35,3900
911072,R Charleroi SC,SV Zulte Waregem,1,0,2008,31,2009-04-25 20:00:00,246,5381
911077,RAEC Mons (- 2015),KVC Westerlo,0,2,2008,31,2009-04-25 20:00:00,44,2024
913454,Standard Luik,KV Mechelen,4,1,2008,31,2009-04-25 20:00:00,16,25
911075,KSC Lokeren (- 2020),Excelsior Mouscron (- 2009),3,0,2008,31,2009-04-25 20:00:00,282,224
911073,KSV Roeselare (- 2020),KAA Gent,1,3,2008,31,2009-04-26 18:00:00,134,7
911071,Cercle Brugge,KRC Genk,1,2,2008,31,2009-04-26 20:30:00,12,322
911082,Club Brugge,KSC Lokeren (- 2020),2,3,2008,32,2009-05-01 20:30:00,3,282
913455,SV Zulte Waregem,Standard Luik,0,0,2008,32,2009-05-02 20:00:00,5381,16
911085,Excelsior Mouscron (- 2009),Germinal Beerschot Antwerpen,3,1,2008,32,2009-05-02 20:00:00,224,3530
911079,FCV Dender EH,RAEC Mons (- 2015),0,0,2008,32,2009-05-02 20:00:00,3900,44
911081,KAA Gent,Cercle Brugge,2,1,2008,32,2009-05-02 20:00:00,7,12
911080,KV Mechelen,R Charleroi SC,2,1,2008,32,2009-05-02 20:00:00,25,246
911083,KVC Westerlo,KSV Roeselare (- 2020),1,0,2008,32,2009-05-02 20:00:00,2024,134
911084,KRC Genk,KV Kortrijk,0,1,2008,32,2009-05-03 18:00:00,322,19
911078,AFC Tubize,RSC Anderlecht,1,1,2008,32,2009-05-03 20:30:00,5632,35
911090,Germinal Beerschot Antwerpen,KV Mechelen,3,1,2008,33,2009-05-08 20:30:00,3530,25
911087,Excelsior Mouscron (- 2009),SV Zulte Waregem,0,2,2008,33,2009-05-09 20:00:00,224,5381
911086,R Charleroi SC,KRC Genk,3,0,2008,33,2009-05-09 20:00:00,246,322
913456,Standard Luik,Club Brugge,2,0,2008,33,2009-05-09 20:00:00,16,3
911092,RAEC Mons (- 2015),AFC Tubize,1,1,2008,33,2009-05-09 20:00:00,44,5632
911088,KV Kortrijk,KAA Gent,0,2,2008,33,2009-05-09 20:00:00,19,7
911089,KSC Lokeren (- 2020),FCV Dender EH,0,2,2008,33,2009-05-09 20:00:00,282,3900
911091,RSC Anderlecht,KSV Roeselare (- 2020),3,1,2008,33,2009-05-09 20:00:00,35,134
911093,Cercle Brugge,KVC Westerlo,2,1,2008,33,2009-05-09 20:00:00,12,2024
911098,KV Mechelen,KSC Lokeren (- 2020),3,0,2008,34,2009-05-15 20:30:00,25,282
911094,KRC Genk,RSC Anderlecht,0,2,2008,34,2009-05-16 20:00:00,322,35
911095,SV Zulte Waregem,RAEC Mons (- 2015),3,0,2008,34,2009-05-16 20:00:00,5381,44
911096,FCV Dender EH,R Charleroi SC,1,2,2008,34,2009-05-16 20:00:00,3900,246
911097,KSV Roeselare (- 2020),Cercle Brugge,1,2,2008,34,2009-05-16 20:00:00,134,12
911100,KVC Westerlo,KV Kortrijk,1,3,2008,34,2009-05-16 20:00:00,2024,19
911101,AFC Tubize,Germinal Beerschot Antwerpen,1,0,2008,34,2009-05-16 20:00:00,5632,3530
911099,Club Brugge,Excelsior Mouscron (- 2009),4,1,2008,34,2009-05-16 20:00:00,3,224
913457,KAA Gent,Standard Luik,0,1,2008,34,2009-05-16 20:00:00,7,16
955116,Standard Luik,Sint-Truidense VV,2,2,2009,1,2009-07-31 20:30:00,16,373
955120,KSV Roeselare (- 2020),Germinal Beerschot Antwerpen,1,1,2009,1,2009-08-01 20:00:00,134,3530
955123,KSC Lokeren (- 2020),SV Zulte Waregem,1,1,2009,1,2009-08-01 20:00:00,282,5381
955122,KV Mechelen,KVC Westerlo,4,1,2009,1,2009-08-01 20:00:00,25,2024
955121,KV Kortrijk,RSC Anderlecht,0,2,2009,1,2009-08-01 20:00:00,19,35
955119,R Charleroi SC,Club Brugge,1,2,2009,1,2009-08-02 18:00:00,246,3
955118,Cercle Brugge,KAA Gent,1,3,2009,1,2009-08-02 20:30:00,12,7
958258,Germinal Beerschot Antwerpen,Standard Luik,1,1,2009,2,2009-08-07 20:30:00,3530,16
958263,KVC Westerlo,KV Kortrijk,1,1,2009,2,2009-08-08 20:00:00,2024,19
958259,RSC Anderlecht,Cercle Brugge,3,2,2009,2,2009-08-08 20:00:00,35,12
958260,Sint-Truidense VV,R Charleroi SC,0,0,2009,2,2009-08-08 20:00:00,373,246
958261,SV Zulte Waregem,KRC Genk,2,2,2009,2,2009-08-08 20:00:00,5381,322
958264,KAA Gent,KV Mechelen,2,1,2009,2,2009-08-09 18:00:00,7,25
958265,Club Brugge,KSC Lokeren (- 2020),2,0,2009,2,2009-08-09 20:30:00,3,282
958277,RSC Anderlecht,KVC Westerlo,3,0,2009,3,2009-08-15 18:00:00,35,2024
958280,KSC Lokeren (- 2020),Sint-Truidense VV,1,2,2009,3,2009-08-15 20:00:00,282,373
958282,KSV Roeselare (- 2020),Standard Luik,1,5,2009,3,2009-08-15 20:00:00,134,16
958281,KV Mechelen,Club Brugge,2,1,2009,3,2009-08-15 20:00:00,25,3
958278,KRC Genk,KAA Gent,1,1,2009,3,2009-08-15 20:00:00,322,7
958279,Cercle Brugge,SV Zulte Waregem,2,2,2009,3,2009-08-15 20:00:00,12,5381
958284,R Charleroi SC,Germinal Beerschot Antwerpen,1,0,2009,3,2009-08-16 20:30:00,246,3530
958296,Standard Luik,R Charleroi SC,1,1,2009,4,2009-08-21 20:30:00,16,246
958298,Sint-Truidense VV,KSV Roeselare (- 2020),2,1,2009,4,2009-08-22 20:00:00,373,134
958299,SV Zulte Waregem,RSC Anderlecht,0,2,2009,4,2009-08-22 20:00:00,5381,35
958302,Germinal Beerschot Antwerpen,KV Mechelen,1,3,2009,4,2009-08-22 20:00:00,3530,25
958300,KAA Gent,KSC Lokeren (- 2020),4,1,2009,4,2009-08-22 20:00:00,7,282
958297,Club Brugge,KV Kortrijk,2,2,2009,4,2009-08-23 18:00:00,3,19
958303,KVC Westerlo,KRC Genk,0,1,2009,4,2009-08-23 20:30:00,2024,322
970886,KVC Westerlo,SV Zulte Waregem,1,2,2009,5,2009-08-28 20:30:00,2024,5381
970890,KSV Roeselare (- 2020),R Charleroi SC,1,3,2009,5,2009-08-29 20:00:00,134,246
970889,KV Mechelen,Sint-Truidense VV,0,2,2009,5,2009-08-29 20:00:00,25,373
970888,KV Kortrijk,KAA Gent,1,0,2009,5,2009-08-29 20:00:00,19,7
970891,KRC Genk,Germinal Beerschot Antwerpen,1,1,2009,5,2009-08-30 18:00:00,322,3530
970892,Cercle Brugge,Club Brugge,2,3,2009,5,2009-08-30 18:00:00,12,3
970893,RSC Anderlecht,Standard Luik,1,1,2009,5,2009-08-30 20:30:00,35,16
970894,Sint-Truidense VV,RSC Anderlecht,2,1,2009,6,2009-09-12 18:00:00,373,35
970896,SV Zulte Waregem,KV Kortrijk,0,2,2009,6,2009-09-12 20:00:00,5381,19
970898,KAA Gent,KSV Roeselare (- 2020),5,1,2009,6,2009-09-12 20:00:00,7,134
970895,Standard Luik,KV Mechelen,3,0,2009,6,2009-09-12 20:00:00,16,25
970897,R Charleroi SC,Cercle Brugge,0,4,2009,6,2009-09-12 20:00:00,246,12
970900,Germinal Beerschot Antwerpen,KSC Lokeren (- 2020),2,1,2009,6,2009-09-13 18:00:00,3530,282
970901,Club Brugge,KRC Genk,1,1,2009,6,2009-09-13 20:30:00,3,322
973459,KRC Genk,R Charleroi SC,1,2,2009,7,2009-09-18 20:30:00,322,246
973461,Cercle Brugge,Germinal Beerschot Antwerpen,1,2,2009,7,2009-09-19 20:00:00,12,3530
973464,KV Mechelen,KSV Roeselare (- 2020),3,2,2009,7,2009-09-19 20:00:00,25,134
973462,KSC Lokeren (- 2020),Standard Luik,1,3,2009,7,2009-09-19 20:00:00,282,16
973463,KV Kortrijk,Sint-Truidense VV,0,1,2009,7,2009-09-19 20:00:00,19,373
973465,KVC Westerlo,Club Brugge,1,4,2009,7,2009-09-20 18:00:00,2024,3
973466,RSC Anderlecht,KAA Gent,1,1,2009,7,2009-09-20 21:00:00,35,7
973655,Sint-Truidense VV,KRC Genk,2,4,2009,8,2009-09-22 20:30:00,373,322
973656,Standard Luik,Cercle Brugge,1,1,2009,8,2009-09-23 20:30:00,16,12
973659,KSV Roeselare (- 2020),KSC Lokeren (- 2020),1,2,2009,8,2009-09-23 20:30:00,134,282
973657,R Charleroi SC,KV Mechelen,1,2,2009,8,2009-09-23 20:30:00,246,25
973658,KAA Gent,KVC Westerlo,1,2,2009,8,2009-09-23 20:30:00,7,2024
973660,Germinal Beerschot Antwerpen,KV Kortrijk,1,0,2009,8,2009-09-23 20:30:00,3530,19
973661,Club Brugge,SV Zulte Waregem,3,1,2009,8,2009-09-23 20:30:00,3,5381
973791,KRC Genk,KSV Roeselare (- 2020),1,1,2009,9,2009-09-26 20:00:00,322,134
973787,KV Kortrijk,Standard Luik,0,2,2009,9,2009-09-26 20:00:00,19,16
973790,SV Zulte Waregem,KAA Gent,3,1,2009,9,2009-09-26 20:00:00,5381,7
973788,KVC Westerlo,Sint-Truidense VV,2,0,2009,9,2009-09-26 20:00:00,2024,373
973789,KSC Lokeren (- 2020),R Charleroi SC,4,1,2009,9,2009-09-26 20:00:00,282,246
973792,RSC Anderlecht,Germinal Beerschot Antwerpen,1,0,2009,9,2009-09-27 18:00:00,35,3530
973794,Cercle Brugge,KV Mechelen,1,0,2009,9,2009-09-28 20:30:00,12,25
975027,Sint-Truidense VV,SV Zulte Waregem,1,2,2009,10,2009-10-03 20:00:00,373,5381
975026,R Charleroi SC,KV Kortrijk,3,3,2009,10,2009-10-03 20:00:00,246,19
975025,KV Mechelen,KSC Lokeren (- 2020),2,0,2009,10,2009-10-03 20:00:00,25,282
975024,KSV Roeselare (- 2020),Cercle Brugge,3,2,2009,10,2009-10-03 20:00:00,134,12
975023,Germinal Beerschot Antwerpen,KVC Westerlo,3,1,2009,10,2009-10-03 20:00:00,3530,2024
975028,Club Brugge,RSC Anderlecht,4,2,2009,10,2009-10-04 16:00:00,3,35
975029,Standard Luik,KRC Genk,1,0,2009,10,2009-10-04 20:30:00,16,322
978225,SV Zulte Waregem,Germinal Beerschot Antwerpen,4,0,2009,11,2009-10-17 18:00:00,5381,3530
978227,RSC Anderlecht,R Charleroi SC,2,0,2009,11,2009-10-17 20:00:00,35,246
978226,KSC Lokeren (- 2020),Cercle Brugge,1,1,2009,11,2009-10-17 20:00:00,282,12
978228,KVC Westerlo,Standard Luik,2,0,2009,11,2009-10-17 20:00:00,2024,16
978230,KV Kortrijk,KSV Roeselare (- 2020),2,0,2009,11,2009-10-17 20:00:00,19,134
978231,KRC Genk,KV Mechelen,1,2,2009,11,2009-10-18 18:00:00,322,25
978232,Club Brugge,KAA Gent,1,0,2009,11,2009-10-18 20:30:00,3,7
978242,KSC Lokeren (- 2020),KRC Genk,0,2,2009,12,2009-10-23 20:30:00,282,322
978247,Cercle Brugge,KV Kortrijk,1,1,2009,12,2009-10-24 20:00:00,12,19
978246,R Charleroi SC,KVC Westerlo,1,1,2009,12,2009-10-24 20:00:00,246,2024
978245,Sint-Truidense VV,KAA Gent,1,2,2009,12,2009-10-24 20:00:00,373,7
978244,Standard Luik,SV Zulte Waregem,1,1,2009,12,2009-10-24 20:00:00,16,5381
978248,KSV Roeselare (- 2020),Club Brugge,2,3,2009,12,2009-10-25 18:00:00,134,3
978249,KV Mechelen,RSC Anderlecht,0,2,2009,12,2009-10-25 20:30:00,25,35
978255,KVC Westerlo,KSV Roeselare (- 2020),2,2,2009,13,2009-10-31 20:00:00,2024,134
978251,Club Brugge,Sint-Truidense VV,1,0,2009,13,2009-10-31 20:00:00,3,373
978252,RSC Anderlecht,KSC Lokeren (- 2020),2,0,2009,13,2009-10-31 20:00:00,35,282
978253,SV Zulte Waregem,R Charleroi SC,2,2,2009,13,2009-10-31 20:00:00,5381,246
978254,KV Kortrijk,KV Mechelen,2,0,2009,13,2009-10-31 20:00:00,19,25
978256,KAA Gent,Germinal Beerschot Antwerpen,0,1,2009,13,2009-11-01 20:30:00,7,3530
978257,KRC Genk,Cercle Brugge,2,0,2009,13,2009-11-02 20:00:00,322,12
978258,R Charleroi SC,KAA Gent,0,2,2009,14,2009-11-06 20:30:00,246,7
978262,KSV Roeselare (- 2020),SV Zulte Waregem,2,0,2009,14,2009-11-07 20:00:00,134,5381
978263,Germinal Beerschot Antwerpen,Sint-Truidense VV,4,1,2009,14,2009-11-07 20:00:00,3530,373
978259,Cercle Brugge,KVC Westerlo,2,1,2009,14,2009-11-07 20:00:00,12,2024
978260,KSC Lokeren (- 2020),KV Kortrijk,0,0,2009,14,2009-11-07 20:00:00,282,19
978264,KRC Genk,RSC Anderlecht,0,2,2009,14,2009-11-08 18:00:00,322,35
978265,Standard Luik,Club Brugge,3,1,2009,14,2009-11-08 20:30:00,16,3
978266,KAA Gent,Standard Luik,2,1,2009,15,2009-11-21 18:00:00,7,16
978267,Club Brugge,Germinal Beerschot Antwerpen,1,2,2009,15,2009-11-21 20:00:00,3,3530
978268,RSC Anderlecht,KSV Roeselare (- 2020),3,1,2009,15,2009-11-21 20:00:00,35,134
978271,KVC Westerlo,KSC Lokeren (- 2020),1,0,2009,15,2009-11-21 20:00:00,2024,282
978269,Sint-Truidense VV,Cercle Brugge,1,1,2009,15,2009-11-21 20:00:00,373,12
978270,SV Zulte Waregem,KV Mechelen,4,1,2009,15,2009-11-22 18:00:00,5381,25
978273,KV Kortrijk,KRC Genk,2,1,2009,15,2009-11-22 20:30:00,19,322
978274,RSC Anderlecht,KV Kortrijk,1,0,2009,16,2009-11-27 20:30:00,35,19
978279,Germinal Beerschot Antwerpen,KSV Roeselare (- 2020),3,0,2009,16,2009-11-28 20:00:00,3530,134
978278,KVC Westerlo,KV Mechelen,2,0,2009,16,2009-11-28 20:00:00,2024,25
978276,KAA Gent,Cercle Brugge,3,1,2009,16,2009-11-28 20:00:00,7,12
978275,Club Brugge,R Charleroi SC,1,0,2009,16,2009-11-28 20:00:00,3,246
978280,SV Zulte Waregem,KSC Lokeren (- 2020),1,0,2009,16,2009-11-29 18:00:00,5381,282
978281,Sint-Truidense VV,Standard Luik,2,0,2009,16,2009-11-29 20:30:00,373,16
986767,KV Mechelen,KAA Gent,2,5,2009,17,2009-12-04 20:30:00,25,7
986769,KRC Genk,KVC Westerlo,0,0,2009,17,2009-12-05 20:00:00,322,2024
986770,R Charleroi SC,Sint-Truidense VV,0,0,2009,17,2009-12-05 20:00:00,246,373
986771,KV Kortrijk,SV Zulte Waregem,1,0,2009,17,2009-12-05 20:00:00,19,5381
986768,Standard Luik,Germinal Beerschot Antwerpen,2,2,2009,17,2009-12-05 20:00:00,16,3530
986773,KSC Lokeren (- 2020),Club Brugge,0,1,2009,17,2009-12-06 18:00:00,282,3
986774,Cercle Brugge,RSC Anderlecht,1,3,2009,17,2009-12-06 20:30:00,12,35
988177,KVC Westerlo,RSC Anderlecht,0,2,2009,18,2009-12-11 20:30:00,2024,35
988182,Germinal Beerschot Antwerpen,R Charleroi SC,0,0,2009,18,2009-12-12 20:00:00,3530,246
988180,Sint-Truidense VV,KV Kortrijk,0,2,2009,18,2009-12-12 20:00:00,373,19
988179,Standard Luik,KSV Roeselare (- 2020),0,1,2009,18,2009-12-12 20:00:00,16,134
988178,Club Brugge,KV Mechelen,1,1,2009,18,2009-12-12 20:00:00,3,25
988183,SV Zulte Waregem,Cercle Brugge,1,0,2009,18,2009-12-13 18:00:00,5381,12
988184,KAA Gent,KRC Genk,2,1,2009,18,2009-12-13 20:30:00,7,322
988193,KRC Genk,SV Zulte Waregem,2,2,2009,19,2009-12-19 20:00:00,322,5381
988195,KSC Lokeren (- 2020),KAA Gent,0,1,2009,19,2009-12-19 20:00:00,282,7
988197,KSV Roeselare (- 2020),Sint-Truidense VV,1,2,2009,19,2009-12-19 20:00:00,134,373
988196,KV Kortrijk,KVC Westerlo,1,1,2009,19,2009-12-19 20:00:00,19,2024
988242,Standard Luik,KSC Lokeren (- 2020),2,0,2009,20,2009-12-26 18:00:00,16,282
988247,Germinal Beerschot Antwerpen,KRC Genk,1,0,2009,20,2009-12-26 20:00:00,3530,322
988245,R Charleroi SC,KSV Roeselare (- 2020),3,0,2009,20,2009-12-26 20:00:00,246,134
988244,Sint-Truidense VV,KV Mechelen,5,2,2009,20,2009-12-26 20:00:00,373,25
988243,Club Brugge,Cercle Brugge,2,1,2009,20,2009-12-26 20:00:00,3,12
988248,KAA Gent,RSC Anderlecht,2,2,2009,20,2009-12-27 18:00:00,7,35
988249,SV Zulte Waregem,KVC Westerlo,1,0,2009,20,2009-12-27 20:30:00,5381,2024
988250,KRC Genk,Sint-Truidense VV,0,0,2009,21,2009-12-29 18:45:00,322,373
988251,Cercle Brugge,Standard Luik,2,0,2009,21,2009-12-29 20:30:00,12,16
988252,KV Kortrijk,Club Brugge,1,4,2009,21,2009-12-30 18:00:00,19,3
988255,KV Mechelen,R Charleroi SC,1,0,2009,21,2009-12-30 20:30:00,25,246
988253,RSC Anderlecht,SV Zulte Waregem,2,1,2009,21,2009-12-30 20:30:00,35,5381
988254,KSC Lokeren (- 2020),Germinal Beerschot Antwerpen,2,0,2009,21,2009-12-30 20:30:00,282,3530
988256,KSV Roeselare (- 2020),KAA Gent,0,4,2009,21,2009-12-30 20:30:00,134,7
988258,KAA Gent,KV Kortrijk,2,2,2009,22,2010-01-15 20:30:00,7,19
988263,KSV Roeselare (- 2020),KV Mechelen,1,2,2009,22,2010-01-16 20:00:00,134,25
988261,R Charleroi SC,KRC Genk,1,3,2009,22,2010-01-16 20:00:00,246,322
988260,Sint-Truidense VV,KSC Lokeren (- 2020),2,1,2009,22,2010-01-16 20:00:00,373,282
988265,Standard Luik,RSC Anderlecht,0,4,2009,22,2010-01-17 14:30:00,16,35
988264,Germinal Beerschot Antwerpen,Cercle Brugge,1,4,2009,22,2010-01-17 18:00:00,3530,12
991979,KSC Lokeren (- 2020),KSV Roeselare (- 2020),1,4,2009,23,2010-01-23 20:00:00,282,134
991980,KV Kortrijk,Germinal Beerschot Antwerpen,3,0,2009,23,2010-01-23 20:00:00,19,3530
